"subplot_code","habitat","month","day","year","transect_section_letter","code_of_piece","diameter_one.mm","diameter_two.mm","height","POM","penetration.200mm","penetration.200mm.1","branches","uniqid","tag","notes","observer","MC","MS","years_present","first_appearance","last_ppearance","coded_notes","pen.hit.mm","pendensity.kgm3","pen_density","b","mean_diameter_at1.3_mm","Diameter.at.top.of.snag","volume_m3","AGB.kg.dry.mass","k.volume.yr","k.mass.yr"
"19,16","low_plateau",3,10,2021,"P","19,16P.20.1",635,609,8.8,3,NA,NA,1,"standing100",5177,"Escalera","E","TRUE","FALSE",3,2020,2022,"",NA,271,FALSE,0.0380252241023008,677.404023417686,NA,2.77508410641767,4820.63443055934,-0.0554788193494883,-0.0422163323806865
"19,16","low_plateau",2,22,2022,"P","19,16P.20.1",646,627,9,3,NA,NA,1,"standing114",5177,"lianas creciendo pegadas al tronco afectan la medida de diametro","E","TRUE","FALSE",3,2020,2022,"",NA,271,FALSE,0.0376302104898329,688.675964145274,NA,2.933393296828,5028.5007415852,NA,NA
"19,19","low_plateau",2,14,2022,"B","19,19B.22.1",367,348,16.3,1.8,NA,NA,1,"standing121",5162,NA,"E","TRUE","FALSE",3,2022,2024,"",NA,271,FALSE,0.0613626146706634,378.434556389278,NA,1.60423176793831,1075.82905817161,0.669091186393264,-0.0552681149351555
"19,19","low_plateau",2,16,2023,"B","19,19B.22.1",375,357,8,1.8,NA,NA,1,"standing098",5162,NA,"V","TRUE","FALSE",3,2022,2024,"",NA,271,FALSE,0.0608666385785991,386.58792995091,NA,0.821645539845144,1136.96189000785,0.13925056406232,0.147761805762396
"19,19","low_plateau",2,26,2024,"B","19,19B.22.1",354,350,7.8,1.8,NA,NA,1,"standing072",5162,NA,"E","TRUE","FALSE",3,2022,2024,"",NA,271,FALSE,0.0621921081738417,365.180943813351,NA,0.714839842614545,980.784899936641,NA,NA
"19,19","low_plateau",3,3,2021,"C","19,19C.21.1",608,627,7.6,1.3,NA,NA,2,"standing102",5380,NA,"E","TRUE","FALSE",4,2021,2024,"",NA,271,FALSE,0.0565857852998239,608,425.678528975552,1.61099785932379,436.580419876747,0.0530294162590224,0.0530294162590226
"19,19","low_plateau",2,14,2022,"C","19,19C.21.1",606,637,7.1,1.3,NA,NA,2,"standing116",5380,NA,"E","TRUE","FALSE",4,2021,2024,"",NA,271,FALSE,0.0566615679054515,606,436.261961572322,1.52779322731213,414.031964601586,-0.0337379434496558,-0.0337379434496559
"19,19","low_plateau",2,16,2023,"C","19,19C.21.1",613,623,7.2,1.3,NA,NA,2,"standing099",5380,NA,"V","TRUE","FALSE",4,2021,2024,"",NA,271,FALSE,0.0563974140585129,613,439.492298210483,1.58021719470939,428.238859766244,0.286534436804043,0.286534436804043
"19,19","low_plateau",2,26,2024,"C","19,19C.21.1",535,620,7.2,1.3,NA,NA,2,"standing073",5380,NA,"E","TRUE","FALSE",4,2021,2024,"",NA,271,FALSE,0.0595276724064376,535,376.550993773494,1.18652381198837,321.547953048848,NA,NA
"19,19","low_plateau",2,27,2018,"C","19,19C.8.1",233,NA,5.7,1.3,33,NA,2,"standing090",818500,"sin corteza","R",NA,NA,3,2018,2020,"",1.65,322.135353545161,TRUE,0.0786459231530346,233,164.843475724593,0.17887813292799,57.6229705922565,0.421143426570402,0.46893263920334
"19,19","low_plateau",2,5,2019,"C","19,19C.8.1",241,196,2.9,1.3,38,NA,2,"standing083",818500,"Sin corteza","R",NA,NA,3,2018,2020,"",1.9,307.102816048051,TRUE,0.0778694781147607,241,212.768723047956,0.117396996756311,36.0529482994471,0.481163127285249,0.948522991332341
"19,19","low_plateau",2,11,2020,"C","19,19C.8.1",231,128,1.8,1.3,151,NA,2,"standing088",818500,NA,"R","FALSE","TRUE",3,2018,2020,"",7.55,192.447373736665,TRUE,0.0788442002430445,231,222.07065797531,0.0725588675418861,13.9637634997426,NA,NA
"19,19","low_plateau",2,5,2019,"D","19,19D.19.1",318,259,6.8,1.3,37,NA,2,"standing084",5381,"Con corteza","R",NA,NA,4,2019,2022,"",1.85,309.889643737829,TRUE,0.0714926257811017,318,214.614187843981,0.383517205722476,118.848010248666,0.0337832540581985,0.155518235522201
"19,19","low_plateau",2,11,2020,"D","19,19D.19.1",322,268,6.2,1.3,53,NA,2,"standing089",5381,NA,"R","TRUE","FALSE",4,2019,2022,"",2.65,274.371016341122,TRUE,0.0712051220375243,322,227.158144689932,0.370777158325221,101.730505765764,0.00841892793700488,0.0207813717512566
"19,19","low_plateau",3,3,2021,"D","19,19D.19.1",316,265,6.5,1.3,NA,NA,2,"standing103",5381,NA,"E","TRUE","FALSE",4,2019,2022,"",NA,271,FALSE,0.0716377366725468,316,217.72351605914,0.367668715387226,99.6382218699381,0.25047743648792,0.250477436487921
"19,19","low_plateau",2,14,2022,"D","19,19D.19.1",303,319,5.1,1.3,NA,NA,2,"standing117",5381,"Se esta rajando","E","TRUE","FALSE",4,2019,2022,"AA;",NA,271,FALSE,0.0726039530583302,303,229.944455949749,0.286204006594028,77.5612857869816,NA,NA
"19,19","low_plateau",2,5,2019,"E","19,19E.19.1",249,225,8.4,1.3,29,NA,2,"standing085",5383,"Con corteza","R",NA,NA,2,2019,2020,"",1.45,336.548146518775,TRUE,0.0771183909663575,249,144.014259733965,0.260816468415938,87.7772990269564,0.00693011399582733,0.525389271705493
"19,19","low_plateau",2,11,2020,"E","19,19E.19.1",249,223,8.3,1.3,134,NA,2,"standing090",5383,"14 grados inclinacion","R","TRUE","FALSE",2,2019,2020,"",6.7,200.393325232637,TRUE,0.0771183909663575,249,145.129168003724,0.259015229163429,51.9049230579532,NA,NA
"19,19","low_plateau",2,11,2020,"F","19,19F.20.1",264,221,1.8,1.8,96,NA,2,"standing092",718325,NA,"R","FALSE","TRUE",1,2020,2020,"",4.8,224.359481976208,TRUE,0.0689391078035533,273.258615705988,264,0.102026305968513,22.8905691550417,NA,NA
"19,19","low_plateau",2,1,2017,"F","19,19F.3.1",616,NA,4.4,1.3,NA,4,2,"standing091",172649,NA,"R",NA,NA,7,2017,2023,"",50,101.437186549459,TRUE,0.0562851274237748,616,517.37247441471,1.1125582750098,112.854781289313,0.455312771280251,0.924908562651457
"19,19","low_plateau",2,1,2018,"F","19,19F.3.1",517,500,3.9,1.3,NA,1,2,"standing091",172649,"Irregular 500","R",NA,NA,7,2017,2023,"",200,63.4241030707988,TRUE,0.0603148214713519,517,441.962191436665,0.705639598484833,44.7545586251391,1.09376973861126,-0.231395818300011
"19,19","low_plateau",2,5,2019,"F","19,19F.3.1",577,560,1,0.5,80,NA,2,"standing086",172649,"sin corteza","R",NA,NA,7,2017,2023,"",4,238.652739066863,TRUE,0.0778551758009356,542.158354568309,554.9703442903,0.23635499355369,56.4067666037189,0.100969607108137,0.241128722401445
"19,19","low_plateau",2,11,2020,"F","19,19F.3.1",549,483,1,0.5,121,NA,2,"standing091",172649,NA,"R","FALSE","TRUE",7,2017,2023,"",6.05,207.441714332929,TRUE,0.0789992837759027,515.377176671193,527.737393729924,0.213655579672956,44.3210797241537,-0.0499494670929209,-0.317217882541261
"19,19","low_plateau",3,3,2021,"F","19,19F.3.1",539,469,1.1,0.5,NA,NA,2,"standing105",172649,NA,"E","FALSE","TRUE",7,2017,2023,"",NA,271,FALSE,0.079422089799715,505.818494830842,513.91727916611,0.224598585583418,60.8662166931064,0.110660038438654,0.110660038438654
"19,19","low_plateau",2,14,2022,"F","19,19F.3.1",474,393,1.3,0.5,NA,NA,2,"standing119",172649,NA,"E","FALSE","TRUE",7,2017,2023,"",NA,271,FALSE,0.0823777795316351,443.769417717894,443.769417717894,0.201070321755858,54.4900571958376,0.48024630338361,0.48024630338361
"19,19","low_plateau",2,16,2023,"F","19,19F.3.1",403,404,1.1,0.5,NA,NA,2,"standing101",172649,NA,"V","FALSE","TRUE",7,2017,2023,"",NA,271,FALSE,0.0861100070058482,376.172778955399,382.707334635003,0.124388334646596,33.7092386892275,NA,NA
"19,19","low_plateau",2,1,2017,"N","19,19N.6.1",505,NA,4.7,1.3,21,NA,2,"standing092",5154,"con corteza","R",NA,NA,2,2017,2018,"",1.05,375.432256457939,TRUE,0.0608549637117125,505,410.613159148693,0.776403447382928,291.486898172695,0.210998822487493,0.609015399625711
"19,19","low_plateau",2,1,2018,"N","19,19N.6.1",456,343,4.7,1.3,68,NA,2,"standing092",5154,"con corteza. Irregular 343","R",NA,NA,2,2017,2018,"",3.4,252.159410506215,TRUE,0.0632024729662149,456,367.823940608603,0.628712117443862,158.535676912758,NA,NA
"21,04","low_plateau",2,13,2019,"F","21,04F.19.1",298,267,2.5,1.3,62,NA,2,"standing088",160651,NA,"R","TRUE","FALSE",2,2019,2020,"",3.1,260.174398574486,TRUE,0.0729866573954214,298,273.010292961775,0.16015295287357,41.667698193809,0.00195029655255262,-0.00915698573130889
"21,04","low_plateau",2,17,2020,"F","21,04F.19.1",293,268,2.6,1.3,60,NA,2,"standing093",160651,NA,"R","TRUE","FALSE",2,2019,2020,"",3,263.080337729905,TRUE,0.0733758375776532,293,266.342751863631,0.159840911507208,42.0510009823721,NA,NA
"21,04","low_plateau",2,7,2017,"H","21,04H.6.1",243,NA,1.4,NA,44,NA,2,"standing094",NA,"sin corteza","R",NA,NA,1,2017,2017,"",2.2,292.224364379346,TRUE,NA,243,NA,NA,NA,NA,NA
"21,08","low_plateau",3,8,2018,"C","21,08C.8.1",443,342,14.7,1.5,6,NA,2,"standing094",5003,"Irregular 342. Con corteza","R",NA,NA,4,2018,2021,"",0.3,573.891973129221,TRUE,0.0608625851575535,448.42537831013,198.379853724081,1.2676737838598,727.507809103486,0.134964249669081,0.656777313586511
"21,08","low_plateau",2,13,2019,"C","21,08C.8.1",416,447,14.7,1.5,28,NA,2,"standing089",5003,NA,"R","TRUE","FALSE",4,2018,2021,"",1.4,340.572530470624,TRUE,0.0623089288825825,421.216539070384,182.766137607148,1.10762635308893,377.227109887446,-0.0932834595916914,-0.0376271548704478
"21,08","low_plateau",2,17,2020,"C","21,08C.8.1",433,340,14.9,1.5,33,NA,2,"standing094",5003,"- perdio madera y corteza","R","TRUE","FALSE",4,2018,2021,"",1.65,322.135353545161,TRUE,0.0613877221245343,438.348945503353,190.212572906087,1.21592215544269,391.691513426925,3.43073075087148,3.6035837398375
"21,08","low_plateau",3,3,2021,"C","21,08C.8.1",267,154,0.8,0.4,NA,NA,2,"standing108",5003,"Parte principal del tronco se cayó. Quedo solo la base del árbol. perdio madera y corteza","E","FALSE","TRUE",4,2018,2021,"",NA,271,FALSE,0.100264843365015,243.961469117755,256.503605503077,0.0393512323761585,10.6641839739389,NA,NA
"21,08","low_plateau",3,8,2018,"F","21,08F.5.1",242,NA,7.6,1.3,62,NA,2,"standing095",5002,"sin ramas. Sin corteza","R",NA,NA,1,2018,2018,"",3.1,260.174398574486,TRUE,0.0777742398834419,242,148.258891858853,0.231644671023388,60.2680129664947,NA,NA
"21,08","low_plateau",2,7,2017,"P","21,08P.2.1",379,NA,0.6,0.3,154,NA,2,"standing097",4909,"solo queda un pedazo de pie. Sin cascara","R",NA,NA,8,2017,2024,"",7.7,191.169170589221,TRUE,0.0982495533128119,343.534193728622,367.992051624271,0.0596669725886829,11.4064856613483,0.144208378685724,-0.409890223257546
"21,08","low_plateau",3,8,2018,"P","21,08P.2.1",353,313,0.6,0.3,30,NA,2,"standing096",4909,"solo queda un pedazo de pie. Sin cascara. Irregular 313","R",NA,NA,8,2017,2024,"",1.5,332.705378088107,TRUE,0.0998841207202419,319.44462343491,342.579182484297,0.0516541357858652,17.1856087764507,-0.0228639164840917,0.0572108341746858
"21,08","low_plateau",2,13,2019,"P","21,08P.2.1",357,323,0.6,0.3,38,NA,2,"standing091",4909,NA,"R","FALSE","TRUE",8,2017,2024,"",1.9,307.102816048051,TRUE,0.099624963048776,323.148128004568,346.488037028961,0.052848756444948,16.2300019288811,0.0343932069235423,0.106396643829029
"21,08","low_plateau",2,17,2020,"P","21,08P.2.1",351,249,0.6,0.3,47,NA,2,"standing095",4909,NA,"R","FALSE","TRUE",8,2017,2024,"",2.35,285.767676365155,TRUE,0.100014802889993,317.593232398144,340.624869602426,0.0510620201474526,14.5918748480482,0.236059302897844,0.289119642325438
"21,08","low_plateau",3,3,2021,"P","21,08P.2.1",365,238,0.43,0.3,NA,NA,2,"standing109",4909,NA,"E","FALSE","TRUE",8,2017,2024,"",NA,271,FALSE,0.0991152468973104,330.55799045052,360.327150972516,0.0403254052001301,10.9281848092352,0.235816816257664,0.235816816257664
"21,08","low_plateau",2,16,2022,"P","21,08P.2.1",318,253,0.45,0.3,NA,NA,2,"standing124",4909,"NA Rajado","V","FALSE","TRUE",8,2017,2024,"",NA,271,FALSE,0.102285704225764,287.081365353586,313.158210329096,0.0318540603071284,8.6324503432318,-0.141430810459067,-0.141430810459067
"21,08","low_plateau",3,1,2023,"P","21,08P.2.1",341,237,0.45,0.3,NA,NA,2,"standing103",4909,"rajado",NA,"FALSE","TRUE",8,2017,2024,"",NA,271,FALSE,0.100679589052187,308.339943881859,335.888929693497,0.0366933546523713,9.94389911079263,0.867276899437852,0.867276899437852
"21,08","low_plateau",2,28,2024,"P","21,08P.2.1",227,151,0.43,0.3,NA,NA,2,"standing075",4909,NA,"E","FALSE","TRUE",8,2017,2024,"",NA,271,FALSE,0.110039035627635,203.346410802609,223.775863793935,0.0154146563379139,4.17737186757467,NA,NA
"21,10","swamp",3,1,2023,"G","21,10G.23.1",268,268,1.3,0.65,NA,NA,2,"standing105",5015,NA,"E","TRUE","FALSE",2,2023,2024,"",NA,271,FALSE,0.0899831978250549,252.774529067244,252.774529067244,0.0652378821033197,17.6794660499997,-0.0466809458362354,-0.0466809458362354
"21,10","swamp",2,28,2024,"G","21,10G.23.1",278,254,1.26,0.65,NA,NA,2,"standing076",5015,NA,"E","TRUE","FALSE",2,2023,2024,"",NA,271,FALSE,0.0891406127619199,262.350059097668,263.287170599738,0.0683554474885854,18.5243262694067,NA,NA
"21,10","swamp",3,8,2018,"H","21,10H.8.1",203,NA,10.5,1.3,28,NA,1,"standing098",161881,"Con corteza","R",NA,NA,3,2018,2020,"",1.4,340.572530470624,TRUE,0.0818160700670846,203,NA,0.297357782410655,264.277163182104,-0.324139919716232,-0.00493526271746453
"21,10","swamp",2,13,2019,"H","21,10H.8.1",206,173,14.1,1.3,31,NA,1,"standing093",161881,"en el censo anterior parte de la copa no se veia por lianas por eso la altura ahora ea mayor","R","FALSE","TRUE",3,2018,2020,"",1.55,329.030372978462,TRUE,0.0814786557028854,206,NA,0.411198467849112,265.584664189242,2.17407944782757,2.95938302616456
"21,10","swamp",2,17,2020,"H","21,10H.8.1",214,178,1.3,1.3,43,NA,2,"standing097",161881,NA,"R","FALSE","TRUE",3,2018,2020,"",2.15,294.508948562999,TRUE,0.0806023592395431,214,214,0.0467585225782344,13.770803320875,NA,NA
"21,10","swamp",2,7,2017,"O","21,10O.4.1",237,NA,5.5,1.3,30,NA,2,"standing098",156491,NA,"R",NA,NA,5,2017,2021,"",1.5,332.705378088107,TRUE,0.0782544243389377,237,170.611929426566,0.181012944608144,60.2239801746941,0.08035940292233,0.10222129514199
"21,10","swamp",3,8,2018,"O","21,10O.4.1",228,NA,5.5,1.3,32,NA,2,"standing097",156491,NA,"R",NA,NA,5,2017,2021,"",1.6,325.510739725238,TRUE,0.0791448581190936,228,163.520313605319,0.167035964072386,54.3720002259206,0.0182869198212837,0.0674661293152279
"21,10","swamp",2,13,2019,"O","21,10O.4.1",226,199,5.5,1.3,37,NA,2,"standing092",156491,NA,"R","FALSE","TRUE",5,2017,2021,"",1.85,309.889643737829,TRUE,0.0793475026017832,226,161.94803114168,0.164009150686587,50.8247372760105,0.150666115565664,0.252662984554975
"21,10","swamp",2,17,2020,"O","21,10O.4.1",228,201,4.3,1.3,50,NA,2,"standing096",156491,NA,"R","FALSE","TRUE",5,2017,2021,"",2.5,279.840382233256,TRUE,0.0791448581190936,228,179.811855065036,0.141069983986436,39.4770782404035,0.205689428456136,0.237789984745078
"21,10","swamp",3,3,2021,"O","21,10O.4.1",222,186,3.5,1.3,NA,NA,2,"standing110",156491,NA,"E","FALSE","TRUE",5,2017,2021,"",NA,271,FALSE,0.0797582278019833,222,186.272243945434,0.114843080493671,31.122474813785,NA,NA
"21,15","low_plateau",3,2,2017,"I","21,15I.7.1",1290,NA,36.1,3.7,136,NA,1,"standing099",5047,"escalera. Sin corteza","R",NA,NA,1,2017,2017,"",6.8,199.390172948094,TRUE,0.0173193254870278,1344.75064194512,NA,44.863035663915,20364.1505541629,NA,NA
"21,15","low_plateau",3,3,2021,"J","21,15J.21.1",766,639,32.2,1.3,NA,NA,0,"standing112",5041,NA,"E","TRUE","FALSE",3,2021,2023,"",NA,271,FALSE,0.0512726176810121,766,NA,14.8389541293504,7541.89376768847,2.38429020932429,3.01314422193711
"21,15","low_plateau",2,14,2022,"J","21,15J.21.1",754,637,3.4,1.3,NA,NA,2,"standing127",5041,NA,"E","TRUE","FALSE",3,2021,2023,"",NA,271,FALSE,0.0516357831208627,754,676.516761065628,1.36747442000099,370.585567820268,1.57472739242978,1.57472739242978
"21,15","low_plateau",3,1,2023,"J","21,15J.21.1",509,223,1.4,1.3,NA,NA,2,"standing106",5041,NA,"E","*","*",3,2021,2023,"",NA,271,FALSE,0.0606735032043837,509,505.921068609894,0.283154712636343,76.7349271244489,NA,NA
"21,17","low_plateau",2,8,2019,"B","21,17B.19.1",399,373,12.7,1.3,15,NA,2,"standing094",4867,NA,"R","TRUE","FALSE",3,2019,2021,"",0.75,420.756904768743,TRUE,0.0662736949965789,399,187.436719777967,0.89478680793987,376.487727736684,0.0365033350846103,0.0131325683892065
"21,17","low_plateau",2,19,2020,"B","21,17B.19.1",398,370,12,1.3,14,NA,2,"standing098",4867,NA,"R","TRUE","FALSE",3,2019,2021,"",0.7,430.706123819045,TRUE,0.0663314114635037,398,195.724078104338,0.862713065961014,371.575800608112,-0.115650045884884,0.34765714348798
"21,17","low_plateau",3,3,2021,"B","21,17B.19.1",399,366,14.7,1.3,NA,NA,2,"standing113",4867,NA,"E","TRUE","FALSE",3,2019,2021,"",NA,271,FALSE,0.0662736949965789,399,164.168592679931,0.968484227557759,262.459225668153,NA,NA
"21,17","low_plateau",2,22,2022,"M","21,17M.22.1",296,299,30,4,NA,NA,0,"standing129",707602,"Escalera","E","TRUE","FALSE",1,2022,2022,"",NA,271,FALSE,0.049539008105892,338.361474838037,NA,2.69757143802156,919.405314735782,NA,NA
"22,19","low_plateau",2,28,2018,"D","22,19D.8.1",318,268,7,1.3,19,NA,2,"standing100",4855,"Irregular 268","R",NA,NA,7,2018,2024,"",0.95,388.378544009961,TRUE,0.0714926257811017,318,211.56735599083,0.390641903285792,151.716933627416,0,0.0791351057851974
"22,19","low_plateau",2,8,2019,"D","22,19D.8.1",318,271,7,1.3,24,NA,2,"standing095",4855,NA,"R","FALSE","TRUE",7,2018,2024,"",1.2,358.82879734154,TRUE,0.0714926257811017,318,211.56735599083,0.390641903285792,140.173564347251,0,0.127805311787852
"22,19","low_plateau",2,19,2020,"D","22,19D.8.1",318,282,7,1.3,35,NA,2,"standing099",4855,NA,"V","FALSE","TRUE",7,2018,2024,"",1.75,315.77820218482,TRUE,0.0714926257811017,318,211.56735599083,0.390641903285792,123.356197917644,0.134335645464901,0.287256899910535
"22,19","low_plateau",3,3,2021,"D","22,19D.8.1",297,267,7.1,1.3,NA,NA,2,"standing114",4855,NA,"E","FALSE","TRUE",7,2018,2024,"",NA,271,FALSE,0.0730639683925836,297,194.408404112973,0.341536872888447,92.5564925527691,0.242487475916212,0.242487475916212
"22,19","low_plateau",2,14,2022,"D","22,19D.8.1",277,269,6.1,1.3,NA,NA,2,"standing130",4855,NA,"E","FALSE","TRUE",7,2018,2024,"",NA,271,FALSE,0.074667404942737,277,193.565114026715,0.26799495898727,72.6266338855501,0.939725891782849,0.939725891782849
"22,19","low_plateau",2,16,2023,"D","22,19D.8.1",265,178,2,1.3,NA,NA,2,"standing108",4855,NA,"V","FALSE","TRUE",7,2018,2024,"",NA,271,FALSE,0.0756860215873626,265,251.325675709178,0.104714990021879,28.3777622959293,0.08310623118257,0.08310623118257
"22,19","low_plateau",2,27,2024,"D","22,19D.8.1",266,155,1.8,1.3,NA,NA,2,"standing078",4855,NA,"E","FALSE","TRUE",7,2018,2024,"",NA,271,FALSE,0.0755993924830667,266,256.132941530027,0.096364323757952,26.114731738405,NA,NA
"22,19","low_plateau",3,6,2020,"J","22,19J.20.1",451,451,21.7,3,68,NA,1,"standing101",4846,"Escalera cecrin","V","TRUE","FALSE",1,2020,2020,"",3.4,252.159410506215,TRUE,0.0458948502682711,487.596678163967,NA,3.54551351136851,1931.18125570318,NA,NA
"22,19","low_plateau",2,13,2017,"J","22,19J.7.1",241,NA,13.6,1.3,38,NA,2,"standing101",4847,"sin corteza","R",NA,NA,1,2017,2017,"",1.9,307.102816048051,TRUE,0.0778694781147607,241,92.4809199729611,0.316602917313552,97.22964747602,NA,NA
"22,19","low_plateau",2,28,2018,"O","22,19O.8.1",241,NA,6.1,1.3,65,NA,2,"standing102",152736,NA,"R",NA,NA,2,2018,2019,"",3.25,256.043062835964,TRUE,0.0778694781147607,241,165.839995093173,0.20050251454661,51.3372779308266,-0.0815563171041051,0.108752590129158
"22,19","low_plateau",2,8,2019,"O","22,19O.8.1",256,221,5.7,1.3,114,NA,2,"standing096",152736,"El tag e 152736 y no 152436","R","TRUE","FALSE",2,2018,2019,"",5.7,211.671752459334,TRUE,0.0764807263620158,256,182.849287597913,0.217540079072755,46.0470897674723,NA,NA
"22,21","low_plateau",3,13,2018,"F","22,21F.8.1",508,NA,21.6,3,14,NA,1,"standing103",4833,"Escalera. Era árbol con banda el tag debe estar en la lista.","R",NA,NA,2,2018,2019,"",0.7,430.706123819045,TRUE,0.0431575257825277,546.67213842211,NA,4.43614329469731,4371.50727835299,0.00378679925479069,-0.0196321507862613
"22,21","low_plateau",2,28,2019,"F","22,21F.8.1",507,542,21.6,3,13,NA,1,"standing097",4833,NA,"R","TRUE","FALSE",2,2018,2019,"",0.65,441.655194699221,TRUE,0.0432028459942355,545.638048880222,NA,4.41937627727571,4458.17734461975,NA,NA
"22,21","low_plateau",2,20,2020,"M","22,21M.20.1",257,183,1.5,1.3,NA,2,2,"standing103",NA,NA,"R","TRUE","FALSE",1,2020,2020,"",100,80.2094918006886,TRUE,0.0763910576324557,257,253.103342414517,0.0766383127781836,6.14712012040033,NA,NA
"23,03","low_plateau",2,7,2017,"D","23,03D.2.1",643,NA,8,1.5,22,NA,2,"standing102",4649,"sin ramas. Sin corteza","R",NA,NA,2,2017,2018,"",1.1,369.562463224463,TRUE,0.0522933612111263,649.760216072433,457.710952299636,1.94588159073391,719.124793814758,0.066652870620652,0.260589029451645
"23,03","low_plateau",3,8,2018,"D","23,03D.2.1",623,556,8,1.5,39,NA,2,"standing104",4649,"sin ramas. Sin corteza. Irregular 556","R",NA,NA,2,2017,2018,"",1.95,304.412477383877,TRUE,0.0530201199364802,629.641457799705,441.384218191853,1.82041093447578,554.155802420473,NA,NA
"23,03","low_plateau",2,7,2017,"K","23,03K.9.1",317,NA,4.7,1.3,27,NA,2,"standing103",NA,"sin ramas. Con cascara en el area donde se uso el penetrometro","R",NA,NA,8,2017,2024,"",1.35,344.794074856212,TRUE,0.0715650667858683,317,248.53422112135,0.296593823305472,102.263792914677,0.0328402302653994,0.535291352496065
"23,03","low_plateau",3,8,2018,"K","23,03K.9.1",312,257,4.7,1.3,119,NA,2,"standing105",NA,"sin ramas. Irregular 257. Sin corteza","R",NA,NA,8,2017,2024,"",5.95,208.616206670255,TRUE,0.0719307342654276,312,244.310190709028,0.287011812722137,59.8753156396457,-0.00660986754175943,-0.33602301906951
"23,03","low_plateau",2,13,2019,"K","23,03K.9.1",313,259,4.7,1.3,45,NA,2,"standing099",NA,NA,"R",NA,NA,8,2017,2024,"",2.25,290.008253710802,TRUE,0.0718571342026222,313,245.15457605036,0.288915206447362,83.7877944922954,0.0115437894835665,-0.298842145443665
"23,03","low_plateau",2,17,2020,"K","23,03K.9.1",309,261,4.8,1.3,18,NA,2,"standing104",NA,NA,"R","TRUE","FALSE",8,2017,2024,"",0.9,395.557166286617,TRUE,0.0721529582163976,309,240.040083298465,0.285599206551736,112.970812837311,0.0337210614191705,0.411897559113944
"23,03","low_plateau",3,4,2021,"K","23,03K.9.1",304,258,4.8,1.3,NA,NA,2,"standing117",NA,NA,"E","TRUE","FALSE",8,2017,2024,"",NA,271,FALSE,0.0725281704527026,304,235.846013011028,0.276129067108743,74.8309771864693,0.141078272166663,0.141078272166663
"23,03","low_plateau",2,16,2022,"K","23,03K.9.1",273,250,5.4,1.3,NA,NA,2,"standing133",NA,NA,"V","TRUE","FALSE",8,2017,2024,"",NA,271,FALSE,0.0750019562957916,273,200.730612811435,0.239796373316715,64.9848171688296,-0.0486400273181531,-0.0486400273181532
"23,03","low_plateau",3,1,2023,"K","23,03K.9.1",295,239,4.6,1.3,NA,NA,2,"standing110",NA,NA,"E","TRUE","FALSE",8,2017,2024,"",NA,271,FALSE,0.0732193743892299,295,231.678682128676,0.251748392434114,68.2238143496449,-0.0346869116860661,-0.0346869116860661
"23,03","low_plateau",2,29,2024,"K","23,03K.9.1",300,248,4.6,1.3,NA,NA,2,"standing079",NA,NA,"E","TRUE","FALSE",8,2017,2024,"",NA,271,FALSE,0.0728328106679531,300,235.906183736788,0.26063398263365,70.6318092937191,NA,NA
"23,06","low_plateau",2,28,2024,"C","23,06C.24.1",333,323,16.7,1.8,NA,NA,1,"standing080",150881,NA,"E","FALSE","TRUE",1,2024,2024,"",NA,271,FALSE,0.0635986599063683,343.759340141931,NA,1.35619899934593,838.269954948972,NA,NA
"23,06","low_plateau",2,17,2020,"I","23,06I.20.1",550,496,21.3,1.6,18,NA,1,"standing105",4671,NA,"R","TRUE","FALSE",2,2020,2021,"",0.9,395.557166286617,TRUE,0.0545312605254927,559.071659017691,NA,4.5752253741545,4261.74252913623,0.117953500296958,0.318568703959255
"23,06","low_plateau",3,4,2021,"I","23,06I.20.1",561,497,18.2,1.6,NA,NA,1,"standing118",4671,NA,"E","TRUE","FALSE",2,2020,2021,"",NA,271,FALSE,0.0540758000976806,570.175179205909,NA,4.06617380131171,3099.09278011463,NA,NA
"23,06","low_plateau",2,13,2019,"J","23,06J.19.1",230,219,3.4,1.3,18,NA,2,"standing101",151130,NA,"R","TRUE","FALSE",3,2019,2021,"",0.9,395.557166286617,TRUE,0.0789439834798122,230,194.863038206446,0.120780191553078,47.7754703142902,0.186278540236484,0.564640019668154
"23,06","low_plateau",2,17,2020,"J","23,06J.19.1",223,NA,2.9,1.3,55,NA,2,"standing107",151130,"Tag 151130","R","TRUE","FALSE",3,2019,2021,"",2.75,270.949874585587,TRUE,0.079654856841463,223,196.315684845712,0.100252675550028,27.1634498671497,-0.026164124013421,-0.0263491057503182
"23,06","low_plateau",3,4,2021,"J","23,06J.19.1",229,207,2.8,1.3,NA,NA,2,"standing119",151130,NA,"E","TRUE","FALSE",3,2019,2021,"",NA,271,FALSE,0.0790442015032982,229,203.396179712972,0.102910314778944,27.8886953050939,NA,NA
"23,06","low_plateau",3,2,2017,"J","23,06J.7.1",776,NA,32.8,3,38,NA,1,"standing104",4673,"Con corteza. Escalera","R",NA,NA,3,2017,2019,"",1.9,307.102816048051,TRUE,0.0334130911126187,821.354473977472,NA,15.2066318661285,8907.25150388504,0.0809298525458737,0.0249631668462982
